ID,TOTAL,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36,HD01_VD37,HD01_VD38,HD01_VD39,HD01_VD40,HD01_VD41,HD01_VD42,HD01_VD43,HD01_VD44,HD01_VD45,HD01_VD46,HD01_VD47,HD01_VD48,HD01_VD49,HD01_VD50,HD01_VD51,HD01_VD52,HD01_VD53,HD01_VD54,HD01_VD55,HD01_VD56,HD01_VD57,HD01_VD58,HD01_VD59,HD01_VD60,HD01_VD61,HD01_VD62,HD01_VD63,HD01_VD64,HD01_VD65,HD01_VD66,HD01_VD67,HD01_VD68,HD01_VD69,HD01_VD70,HD01_VD71,HD01_VD72,HD01_VD73,HD01_VD74,HD01_VD75,HD01_VD76,HD01_VD77,HD01_VD78,HD01_VD79,HD01_VD80,HD01_VD81,HD01_VD82,HD01_VD83,HD01_VD84,HD01_VD85,HD01_VD86,HD01_VD87,HD01_VD88,HD01_VD89,HD01_VD90,HD01_VD91,HD01_VD92,HD01_VD93,HD01_VD94,HD01_VD95,HD01_VD96,HD01_VD97,HD01_VD98,HD01_VD99,HD01_VD100,HD01_VD101,HD01_VD102,HD01_VD103,HD01_VD104,HD01_VD105,HD01_VD106,HD01_VD107,HD01_VD108,HD01_VD109,HD01_VD110,HD01_VD111,HD01_VD112,HD01_VD113,HD01_VD114,HD01_VD115,HD01_VD116,HD01_VD117,HD01_VD118,HD01_VD119
36081020500,946,142,718,427,291,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,16,0,0,0,41,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081020600,1753,745,736,273,463,0,0,0,0,0,0,0,0,0,114,60,54,0,0,0,9,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,134,34,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081020800,2424,1248,816,373,443,3,3,0,9,0,9,16,0,16,157,104,53,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,139,67,72,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081021200,2134,672,1116,335,781,7,7,0,10,5,5,9,0,9,0,0,0,17,12,5,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,70,34,36,116,26,90,0,0,0,25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,23,0,0,0,5,5,0,0,0,0
36081021400,5962,1507,2184,716,1468,21,21,0,35,22,13,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,141,15,126,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,156,64,746,493,253,557,282,275,44,0,44,129,57,72,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,37,37,0,143,118,25,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0
36081021600,4131,1791,1370,848,522,29,29,0,0,0,0,8,8,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,128,38,90,9,9,0,0,0,0,0,0,0,0,0,0,77,30,47,0,0,0,20,20,0,94,42,52,111,60,51,78,26,52,109,52,57,11,11,0,39,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,18,18,0,72,25,47,0,0,0,0,0,0,8,8,0,48,41,7,57,29,28,0,0,0,0,0,0
36081021900,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081022001,5604,2493,1444,1114,330,87,87,0,0,0,0,16,16,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,396,153,243,49,36,13,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,15,15,0,123,123,0,290,135,155,0,0,0,424,198,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,75,57,18,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
36081022002,6024,2096,1417,696,721,114,114,0,12,12,0,8,8,0,34,34,0,16,16,0,11,11,0,0,0,0,0,0,0,100,30,70,832,334,498,50,35,15,15,15,0,44,0,44,0,0,0,45,22,23,0,0,0,62,16,46,37,37,0,237,121,116,64,44,20,312,155,157,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,181,134,47,0,0,0,0,0,0,0,0,0,0,0,0,110,40,70,37,37,0,104,104,0,13,0,13
36081022900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081023000,2263,365,911,611,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,104,75,29,80,74,6,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,92,14,78,491,205,286,58,13,45,100,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081023200,5293,1745,1223,635,588,53,53,0,50,35,15,8,0,8,39,0,39,11,5,6,14,14,0,0,0,0,0,0,0,29,22,7,234,45,189,110,36,74,6,0,6,0,0,0,0,0,0,186,140,46,0,0,0,7,7,0,106,106,0,493,265,228,0,0,0,371,126,245,7,0,7,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,153,57,8,0,8,0,0,0,0,0,0,16,8,8,212,83,129,0,0,0,51,31,20,0,0,0
36081023500,8308,1219,4306,1325,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,0,129,36,93,16,16,0,70,13,57,0,0,0,0,0,0,0,0,0,250,155,95,9,0,9,899,342,557,0,0,0,135,30,105,0,0,0,67,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,273,533,307,190,117,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0
36081023600,2542,657,813,285,528,15,0,15,72,61,11,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,24,5,19,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,43,38,713,278,435,0,0,0,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,28,10,18,0,0,0,0,0,0,0,0,0,0,0,0,76,25,51,0,0,0,0,0,0,8,8,0
36081023800,4436,1433,1603,450,1153,31,0,31,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,29,0,29,1160,368,792,0,0,0,34,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0
36081024000,5270,2009,2406,504,1902,97,18,79,82,60,22,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,5,0,5,0,0,0,16,8,8,0,0,0,0,0,0,32,16,16,0,0,0,41,32,9,0,0,0,493,119,374,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081024300,5756,1016,2144,721,1423,122,70,52,0,0,0,54,9,45,0,0,0,31,21,10,0,0,0,0,0,0,0,0,0,259,193,66,47,47,0,60,13,47,0,0,0,9,9,0,30,30,0,0,0,0,0,0,0,31,31,0,0,0,0,248,156,92,109,75,34,1009,276,733,30,12,18,69,17,52,0,0,0,0,0,0,64,52,12,0,0,0,0,0,0,0,0,0,149,84,65,91,71,20,0,0,0,0,0,0,0,0,0,184,113,71,0,0,0,0,0,0,0,0,0
36081024500,5820,1787,2212,1078,1134,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,185,105,80,194,111,83,43,24,19,27,27,0,0,0,0,2,2,0,0,0,0,136,82,54,0,0,0,161,128,33,85,73,12,630,183,447,10,10,0,186,76,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,28,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081024600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081024700,1463,237,584,236,348,8,8,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,21,15,6,0,0,0,14,10,4,0,0,0,4,0,4,5,0,5,0,0,0,78,23,55,17,10,7,6,6,0,49,49,0,21,0,21,100,47,53,0,0,0,105,56,49,9,0,9,0,0,0,10,5,5,0,0,0,36,27,9,20,9,11,74,47,27,27,7,20,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0
36081024900,4772,1362,1039,584,455,0,0,0,7,0,7,11,11,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,45,38,7,0,0,0,52,20,32,0,0,0,12,0,12,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,228,101,127,8,8,0,548,254,294,62,18,44,444,164,280,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,240,107,133,614,371,243,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,16,16,0,0,0,0,0,0,0
36081025100,5730,1438,2058,986,1072,0,0,0,0,0,0,115,71,44,41,26,15,22,10,12,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,13,13,0,0,0,0,14,14,0,0,0,0,75,75,0,0,0,0,201,101,100,0,0,0,269,110,159,14,14,0,392,97,295,119,39,80,56,14,42,0,0,0,0,0,0,28,15,13,0,0,0,0,0,0,73,30,43,487,441,46,212,91,121,0,0,0,0,0,0,0,0,0,44,28,16,0,0,0,0,0,0,0,0,0
36081025301,3896,1266,1048,349,699,33,18,15,0,0,0,17,9,8,29,0,29,8,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,41,18,23,51,16,35,0,0,0,51,0,51,0,0,0,30,23,7,74,36,38,0,0,0,243,54,189,96,32,64,173,85,88,30,15,15,178,62,116,0,0,0,0,0,0,7,0,7,0,0,0,22,11,11,195,38,157,155,135,20,57,16,41,0,0,0,0,0,0,37,8,29,46,25,21,0,0,0,0,0,0,0,0,0
36081025302,2781,558,1361,484,877,0,0,0,0,0,0,0,0,0,9,0,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,13,0,0,0,0,0,0,0,0,0,0,0,0,39,18,21,8,0,8,8,8,0,193,63,130,47,21,26,106,106,0,17,8,9,161,55,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,44,73,9,9,0,0,0,0,0,0,0,81,81,0,7,7,0,0,0,0,28,28,0,0,0,0,0,0,0
36081025400,8425,6118,1383,753,630,18,18,0,49,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,90,296,0,0,0,119,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,349,306,43,0,0,0
36081025500,1341,482,321,153,168,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,4,4,0,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,10,0,10,127,95,32,38,5,33,77,33,44,25,9,16,53,10,43,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,5,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
36081025700,1267,377,337,126,211,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,21,10,11,5,0,5,30,6,24,0,0,0,0,0,0,0,0,0,60,10,50,0,0,0,131,45,86,21,11,10,93,46,47,0,0,0,18,7,11,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,34,18,16,40,27,13,10,0,10,0,0,0,0,0,0,0,0,0,43,7,36,0,0,0,0,0,0,17,17,0
36081025800,1944,1580,205,114,91,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,25,55,0,0,0,40,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0
36081025900,3170,591,1237,479,758,22,6,16,0,0,0,0,0,0,0,0,0,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,13,7,6,0,0,0,42,24,18,63,0,63,685,257,428,0,0,0,81,23,58,17,17,0,153,20,133,0,0,0,0,0,0,46,16,30,0,0,0,0,0,0,38,18,20,138,118,20,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
36081026000,2562,1823,579,365,214,18,18,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,25,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081026100,6335,1415,2260,840,1420,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,105,78,15,5,10,889,435,454,81,60,21,515,217,298,0,0,0,80,49,31,0,0,0,0,0,0,80,31,49,0,0,0,71,0,71,292,129,163,266,166,100,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,75,75,0,26,26,0,0,0,0
36081026200,1144,987,110,62,48,0,0,0,41,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081026300,6571,785,2065,763,1302,0,0,0,0,0,0,15,15,0,32,18,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,31,31,0,0,0,0,83,57,26,0,0,0,0,0,0,127,7,120,0,0,0,1011,418,593,0,0,0,1044,494,550,102,30,72,202,46,156,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,247,105,142,665,367,298,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
36081026400,2212,1553,424,209,215,0,0,0,38,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,0,20,10,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,100,41,4,0,4
36081026500,3878,440,808,254,554,9,9,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,82,35,47,158,84,74,26,0,26,969,488,481,25,9,16,504,109,395,0,0,0,254,67,187,0,0,0,0,0,0,119,47,72,0,0,0,10,0,10,244,50,194,106,88,18,21,0,21,0,0,0,0,0,0,45,30,15,0,0,0,0,0,0,0,0,0,0,0,0
36081026600,1861,1651,107,76,31,7,7,0,53,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081026700,6043,803,3126,816,2310,15,15,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,29,10,19,288,154,134,44,0,44,598,218,380,9,9,0,229,53,176,40,24,16,162,92,70,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,244,27,217,314,227,87,28,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081026901,4833,554,2457,939,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,579,106,473,0,0,0,332,22,310,68,26,42,132,48,84,0,0,0,0,0,0,48,21,27,0,0,0,0,0,0,55,18,37,494,206,288,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081026902,4189,309,1498,705,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,15,0,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,494,208,286,0,0,0,895,419,476,0,0,0,215,93,122,0,0,0,0,0,0,233,108,125,0,0,0,0,0,0,130,45,85,369,217,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081027000,1865,1387,316,175,141,0,0,0,77,61,16,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,55,17,0,0,0
36081027100,7907,1049,3176,1344,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,112,0,112,0,0,0,0,0,0,101,0,101,16,16,0,0,0,0,34,20,14,176,49,127,0,0,0,594,276,318,0,0,0,1102,318,784,32,0,32,24,0,24,0,0,0,0,0,0,62,0,62,0,0,0,0,0,0,64,0,64,920,544,376,370,153,217,0,0,0,36,0,36,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0
36081027200,2266,2009,59,39,20,48,21,27,38,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,102,67,35,0,0,0
36081027300,7491,776,5933,2847,3086,0,0,0,28,28,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,67,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,72,16,56,68,68,0,156,68,88,0,0,0,208,108,100,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,59,28,31,0,0,0,0,0,0,0,0,0
36081027400,1676,1321,280,190,90,5,5,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0
36081027500,6962,645,5380,2108,3272,0,0,0,0,0,0,126,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,62,43,19,0,0,0,118,78,40,0,0,0,371,74,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,93,63,12,51,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,41,41,0
36081027600,1112,1003,97,41,56,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36081027700,7075,913,4744,1584,3160,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,38,38,0,63,63,0,114,45,69,95,64,31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,38,24,14,131,32,99,265,175,90,0,0,0,369,211,158,0,0,0,0,0,0,0,0,0,0,0,0,26,20,6,0,0,0,0,0,0,19,19,0,0,0,0,130,94,36,0,0,0,44,0,44,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0
36081027800,2213,1984,173,113,60,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,4,4,0,0,0,0
36081027900,5887,931,3739,1666,2073,83,67,16,14,0,14,0,0,0,174,106,68,32,15,17,0,0,0,0,0,0,0,0,0,15,15,0,29,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,107,48,59,26,9,17,218,166,52,0,0,0,197,85,112,17,0,17,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,68,12,56,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,83,0,83,0,0,0,49,0,49
36081028000,1702,1279,169,83,86,46,40,6,111,71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0
36081028100,4283,999,2645,1128,1517,80,80,0,0,0,0,57,19,38,0,0,0,14,14,0,0,0,0,0,0,0,41,41,0,0,0,0,202,0,202,12,12,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,42,21,21,32,18,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,81,13,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
36081028200,1615,1383,71,30,41,35,35,0,31,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,75,40,35,0,0,0
36081028300,7120,1232,4096,1793,2303,13,13,0,0,0,0,0,0,0,140,65,75,25,25,0,0,0,0,0,0,0,0,0,0,11,0,11,99,82,17,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,16,17,209,147,62,0,0,0,581,268,313,0,0,0,205,0,205,17,0,17,19,0,19,0,0,0,0,0,0,63,20,43,0,0,0,0,0,0,41,0,41,152,99,53,0,0,0,0,0,0,0,0,0,0,0,0,121,34,87,0,0,0,0,0,0,51,51,0
